ID,Date (GMT),Time (24hr),ConfP (psi),ActP (psi),Load (lbs),SmallLVDT (in),LargeLVDT (in),LVTemp (C),UVTemp (C),PistonTemp (C),LCTemp (C),AmbTemp (C),CFluidTemp,DilaFDBK (mL),Isco Vol (mL),DnStream Flow (SCCM),Schu01 (in),Schu02 (in),PorePress(psig)
990,12/22/2016,9:41:11 AM,2903.04,1.69336,-28997.5,0.0508822,-0.615965,182.6,194.6,167.4,23,22.4,174.8,3.26927,463.227,0,3.89863,3.79173,699.028
991,12/22/2016,9:57:51 AM,2900.9,1.69336,-28997.5,0.0509006,-0.615776,180.2,184.9,167.4,23,22.4,174.9,3.26927,463.072,0,3.89869,3.79192,698.11
992,12/22/2016,10:14:31 AM,2900.9,1.69336,-28997.5,0.0509006,-0.61477,191.6,182.6,167.4,23.2,22.4,175,3.26927,463.459,0,3.89869,3.79208,698.11
993,12/22/2016,10:31:11 AM,2900.9,1.69336,-29008.1,0.0509006,-0.614959,185.2,185.3,167.4,23,22.3,174.9,3.26927,463.568,0,3.89882,3.79197,698.11
994,12/22/2016,10:47:52 AM,2899.99,1.69336,-28997.5,0.0509006,-0.615965,192.6,194.1,167.3,23,22.3,174.5,3.26927,462.732,0,3.89863,3.79179,698.11
995,12/22/2016,11:04:31 AM,2900.9,1.69336,-29008.1,0.0509006,-0.614959,186.6,193.4,167.3,23.1,22.4,174.9,3.26927,463.459,0,3.89856,3.79192,699.028
996,12/22/2016,11:21:11 AM,2900.9,1.69336,-28997.5,0.0508822,-0.615525,188.8,194.6,167.2,23.1,22.4,174.7,3.26927,462.453,0,3.89856,3.79151,698.11
997,12/22/2016,11:37:51 AM,2900.9,1.69336,-28997.5,0.0508822,-0.615336,184.5,195.5,167.3,23.1,22.3,174.9,3.26927,463.722,0,3.89863,3.79208,698.11
998,12/22/2016,11:54:31 AM,2899.99,1.69336,-28997.5,0.0508822,-0.61477,186.1,189.7,167.3,23.1,22.3,174.2,3.26927,462.221,0,3.89863,3.79168,698.11
999,12/22/2016,12:11:12 PM,2903.96,1.69336,-28997.5,0.0509006,-0.615525,182.6,187.2,167.2,23,22.4,174.9,3.26927,462.345,0,3.89856,3.79173,698.11
